epoch,energy,energy_std,grad_amp_before,grad_phi_before,grad_amp_after,grad_phi_after
339,-22.920738,3.6283057,10.38548,5.479814,2.3039393,2.6892648
340,-22.89433,3.4229777,10.87263,4.900924,2.4400942,2.6618264
341,-22.93469,3.3440673,8.501287,5.010787,2.148784,2.4816856
342,-22.985567,3.34338,11.20879,4.0732555,2.2941139,2.4885914
343,-23.161516,3.2764533,11.16711,5.1703763,2.0931082,2.3869185
344,-23.087868,3.2738626,10.600292,9.032209,2.2092617,2.3312786
345,-23.085484,3.205759,9.605198,4.322429,2.0497282,2.4376912
346,-23.155832,3.0657396,8.323814,4.1355014,1.8287534,2.13202
347,-23.165562,3.0300736,9.600569,3.9154496,1.920157,2.2287405
348,-23.207514,2.9894764,10.529118,5.245909,1.8333023,2.0084207
349,-23.229448,2.9183087,9.567711,4.5214458,1.8502682,2.1413553
350,-23.340351,2.8422456,9.597896,4.551529,1.6512088,1.9495678
351,-23.30423,2.7106004,9.433308,3.7074766,1.4827187,1.8555431
352,-23.350698,2.7775824,9.249378,3.7967265,1.7030747,1.9371141
353,-23.34261,2.8002894,10.474985,4.599859,1.5986656,1.8987693
354,-23.338411,2.6647217,10.386226,3.8175611,1.4684715,1.7504014
355,-23.440891,2.5776558,9.940876,3.9060152,1.4374306,1.7807946
356,-23.4234,2.575158,10.137839,4.280712,1.3983815,1.7776881
357,-23.421152,2.5167415,10.3265,3.5247297,1.2779301,1.6709026
358,-23.493303,2.4541752,7.96833,3.539541,1.2318114,1.558428
359,-23.549686,2.4301353,8.873027,3.556396,1.3680787,1.6680497
360,-23.468168,2.4452066,10.393496,4.6631494,1.2695061,1.6248437
361,-23.460077,2.3046377,8.700759,2.8330557,1.1424673,1.4621428
362,-23.59359,2.3592055,8.843184,3.3262455,1.3415899,1.5907139
363,-23.52113,2.3356493,9.021722,3.2327118,1.2727083,1.5298066
364,-23.640684,2.2676094,9.667056,3.08878,1.1368891,1.465477
365,-23.656456,2.2490633,8.916971,3.0277634,1.0300689,1.401728
366,-23.612476,2.2269094,9.283393,2.6957605,1.0694264,1.458692
367,-23.623547,2.2148652,9.488201,3.0840259,1.0520289,1.3612825
368,-23.6006,2.1835468,9.341139,2.7793753,1.0574139,1.3951029
369,-23.671356,2.1473515,10.185527,2.8884344,1.0694962,1.3385766
370,-23.727993,2.0275211,8.790624,2.5380762,0.94645786,1.2349302
371,-23.703625,2.113767,10.54688,3.420058,1.0365422,1.30798
372,-23.639376,2.0436845,7.2792,2.3576884,0.9171641,1.2342551
373,-23.689274,1.9535232,8.809697,2.0816836,0.88481045,1.1641226
374,-23.7227,2.0025542,10.18082,2.3179572,0.9052244,1.1988511
375,-23.707214,2.0538676,9.555254,2.4284353,0.9418563,1.1959985
376,-23.769045,1.9971163,9.346767,2.1416373,0.90194,1.1576726
377,-23.71919,1.9604745,8.439576,1.7514453,0.8578764,1.1241225
378,-23.75946,1.9570677,8.478576,1.9602622,0.8391018,1.1367598
379,-23.732307,1.9684736,8.233834,2.1624718,0.8420908,1.1828517
380,-23.821606,1.9656955,10.014057,1.8839444,0.9302408,1.1949869
381,-23.763773,1.9188333,9.333009,1.8686678,0.8782676,1.1518452
382,-23.869652,1.901955,11.671042,2.0284765,0.84049666,1.1136038
383,-23.783802,1.8906962,10.12928,1.6117643,0.82205063,1.0634838
384,-23.826958,1.9083338,9.011133,1.7163208,0.90247095,1.1562085
385,-23.84987,1.851607,9.40338,1.7025633,0.7946155,1.0678791
386,-23.833132,1.840537,10.926369,1.4681654,0.7843976,1.0730113
387,-23.896826,1.8074175,8.984309,1.3882833,0.8067983,0.98642725
