lepoch,energy,energy_std,learning_rate
703,-24.425138,0.24809226,0.13853933
704,-24.41225,0.27332163,0.065811805
705,-24.422165,0.26469275,0.04146203
706,-24.42591,0.24184936,0.05182754
707,-24.425041,0.24126428,0.06478442
708,-24.425102,0.2481187,0.080980524
709,-24.422483,0.24560858,0.10122566
710,-24.411253,0.24860369,0.12653208
711,-24.425402,0.2614331,0.15
712,-24.419535,0.26877058,0.09367687
713,-24.41968,0.31227577,0.032684192
714,-24.421331,0.24705027,0.04085524
715,-24.411222,0.26070088,0.05106905
716,-24.417341,0.2512641,0.063836314
717,-24.412567,0.24282663,0.07979539
718,-24.41061,0.25368738,0.09974424
719,-24.414774,0.24581711,0.124680296
720,-24.41795,0.25063655,0.15
721,-24.415867,0.2537352,0.15
722,-24.418825,0.27766597,0.08185766
723,-24.420794,0.2898122,0.038755674
724,-24.431305,0.24914984,0.04844459
725,-24.40459,0.26320583,0.06055574
726,-24.425688,0.2600568,0.07569468
727,-24.42589,0.23984882,0.09461835
728,-24.42078,0.2399772,0.11827294
729,-24.423159,0.2544157,0.14784117
730,-24.421175,0.33611915,0.042197257
731,-24.432718,0.25764886,0.041209724
732,-24.415237,0.23962246,0.051512156
733,-24.41764,0.23818098,0.0643902
734,-24.416769,0.24113417,0.08048774
735,-24.419542,0.2392306,0.100609675
736,-24.41884,0.24267277,0.12576209
737,-24.425364,0.24766043,0.15
738,-24.422243,0.33217677,0.041433625
739,-24.415699,0.2519575,0.051792033
740,-24.420662,0.24804129,0.06474004
741,-24.422543,0.24913752,0.08092505
742,-24.424072,0.2485734,0.10115631
743,-24.418625,0.2515043,0.12644538
744,-24.41982,0.28752092,0.055134617
745,-24.418804,0.24735902,0.041708857
746,-24.417776,0.24101193,0.05213607
747,-24.422289,0.23791617,0.06517009
748,-24.421122,0.24010311,0.08146261
749,-24.407406,0.23967645,0.10182826
750,-24.409445,0.24302752,0.12728533
751,-24.42713,0.24691436,0.15
752,-24.425549,0.30254182,0.045400295
753,-24.419456,0.26073316,0.039571743
754,-24.422722,0.23719703,0.04946468
755,-24.422314,0.24216336,0.06183085
756,-24.423395,0.237705,0.07728856
757,-24.425367,0.24425496,0.0966107
758,-24.415953,0.24009922,0.12076338
759,-24.406326,0.2581672,0.08664044
760,-24.402105,0.26215774,0.051324148
761,-24.416027,0.24526532,0.064155184
762,-24.413347,0.23736437,0.08019398
763,-24.4213,0.24755496,0.10024248
764,-24.424328,0.24446003,0.1253031
765,-24.420742,0.2954609,0.040626395
766,-24.41409,0.24412556,0.050782993
767,-24.42435,0.2440991,0.06347874
768,-24.424347,0.24320182,0.07934842
769,-24.40943,0.24381456,0.09918553
770,-24.412764,0.25265816,0.12398191
771,-24.424942,0.24768424,0.15
772,-24.421558,0.3198234,0.042698838
773,-24.417515,0.24757904,0.053373545
774,-24.413666,0.24610543,0.06671693
775,-24.429531,0.24340267,0.08339617
776,-24.421719,0.24325123,0.10424521
777,-24.426294,0.25047642,0.13030651
778,-24.427742,0.30739018,0.041082148
779,-24.41653,0.24478528,0.051352683
780,-24.42174,0.23663461,0.06419086
781,-24.413445,0.24893372,0.08023857
782,-24.427736,0.2357032,0.10029822
783,-24.426739,0.24121721,0.12537277
784,-24.415476,0.25320938,0.15
785,-24.420124,0.32107097,0.04330511
786,-24.41916,0.24285106,0.043041844
787,-24.425566,0.24602178,0.053802304
788,-24.413937,0.23641358,0.06725288
789,-24.422575,0.24361245,0.0840661
790,-24.421675,0.25215673,0.10508262
791,-24.42144,0.23604701,0.13135327
792,-24.424107,0.24795355,0.15
793,-24.415895,0.28011402,0.05866969
794,-24.420542,0.26136172,0.036759015
795,-24.410398,0.24315332,0.04594877
796,-24.416157,0.23845576,0.057435963
797,-24.424389,0.24702467,0.07179496
798,-24.408747,0.24306065,0.089743696
799,-24.41948,0.24000561,0.11217962
800,-24.418142,0.23806947,0.14022453
801,-24.421484,0.2891929,0.053077832
802,-24.430105,0.2552836,0.037178807
803,-24.423824,0.24100286,0.04647351
804,-24.42666,0.25214234,0.058091886
805,-24.403532,0.2572157,0.072614856
806,-24.418344,0.23663156,0.09076857
807,-24.414354,0.23723754,0.11346071
808,-24.427269,0.23505233,0.14182588
809,-24.424553,0.26640898,0.08140613
810,-24.42545,0.2564695,0.042908408
811,-24.41281,0.24760287,0.053635508
812,-24.424809,0.24213381,0.067044385
813,-24.426577,0.23204432,0.08380548
814,-24.41432,0.23583849,0.10475685
815,-24.42676,0.23234887,0.13094606
816,-24.423685,0.24025074,0.15
817,-24.416704,0.2642832,0.08278209
818,-24.41748,0.28372505,0.03360067
819,-24.419142,0.23951423,0.042000838
820,-24.41782,0.24563742,0.052501045
821,-24.428972,0.23868938,0.06562631
822,-24.4237,0.22798553,0.08203289
823,-24.419348,0.24138194,0.10254111
824,-24.42649,0.23959742,0.12817639
825,-24.424711,0.24280661,0.15
826,-24.419722,0.25247422,0.107870735
827,-24.415062,0.28624228,0.044337735
828,-24.416695,0.23684226,0.05542217
829,-24.42738,0.24219714,0.06927771
830,-24.418438,0.24270645,0.08659714
831,-24.424242,0.23345998,0.10824642
832,-24.430761,0.24301235,0.13530803
833,-24.4186,0.27341476,0.05638462
834,-24.424261,0.2571336,0.04168717
835,-24.430784,0.23590256,0.05210896
836,-24.425707,0.23498546,0.065136194
837,-24.4265,0.23344067,0.08142024
838,-24.425402,0.24493936,0.1017753
839,-24.420347,0.24179235,0.12721913
840,-24.421858,0.23790438,0.15
841,-24.427456,0.26544592,0.090909004
842,-24.41247,0.28500876,0.039025445
843,-24.418049,0.23858191,0.048781805
844,-24.42446,0.2409591,0.060977258
845,-24.42378,0.23298943,0.07622157
846,-24.426493,0.22797845,0.09527697
847,-24.423054,0.24317893,0.119096205
848,-24.421621,0.24321665,0.14887026
849,-24.415539,0.24428955,0.15
850,-24.412622,0.24569397,0.15
851,-24.426886,0.26995182,0.09268223
852,-24.434906,0.2517162,0.064069875
853,-24.418972,0.24699447,0.08008734
854,-24.421904,0.2424702,0.100109175
855,-24.417355,0.24312907,0.12513646
856,-24.422832,0.2587428,0.08951925
857,-24.426277,0.2795396,0.035376903
858,-24.413841,0.24407232,0.04422113
859,-24.415714,0.24177374,0.055276413
860,-24.426355,0.23255338,0.069095515
861,-24.426992,0.22523428,0.086369395
862,-24.42662,0.229538,0.107961744
863,-24.426422,0.24220166,0.13495219
864,-24.426294,0.23776425,0.15
865,-24.42209,0.27876022,0.050327487
866,-24.415861,0.24906723,0.03822322
867,-24.425016,0.2333369,0.047779024
868,-24.424925,0.24150045,0.05972378
869,-24.421186,0.24670494,0.07465473
870,-24.418676,0.23621222,0.09331841
871,-24.420156,0.24044052,0.11664801
872,-24.417458,0.24033052,0.14581001
873,-24.422136,0.32493514,0.03667506
874,-24.433558,0.24671778,0.045843825
875,-24.416039,0.24455513,0.05730478
876,-24.416351,0.24381931,0.07163098
877,-24.430452,0.23422039,0.08953872
878,-24.42085,0.2321195,0.111923404
879,-24.427906,0.23192458,0.13990426
880,-24.421495,0.28536722,0.049789123
881,-24.420513,0.23367397,0.04002456
882,-24.41882,0.23505014,0.0500307
883,-24.421148,0.23165128,0.06253838
884,-24.41407,0.24488409,0.078172974
885,-24.42706,0.22834067,0.09771622
886,-24.41934,0.22367802,0.12214527
